cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,trn,trnipcoc,trnusgov,trnmuni,trncbo,trnfcfg,trnfc,trnfg
"34885","14544","965789","3823291","Affiliated Bank","Bedford","TX","76021","12/31/2012","8/19/2019","SA","500 Harwood Rd.","BANCAFFILIATED, INC.","3","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","2/27/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.affiliatedbank.com","25318","25318","0","0","0","0","0","0"
"57264","0","3118447","3118456","Affinity Bank","Atlanta","GA","30328","12/31/2012","8/19/2019","NM","5660 New Northside Drive, #","ABB FINANCIAL GROUP, INC.","1","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","12/26/2017","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.myaffinitybank.com","10503","8687","0","0","1816","0","0","0"
"57478","0","3179729","3930386","Affinity Bank of Pennsylvania","Wyomissing","PA","19610","12/31/2012","8/19/2019","NM","1310 Broadcasting Road","AFFINITY BANCORP, INC.","5","0","0","8","0","Berks","39740","Reading, PA","4/11/2003","4/11/2003","2/28/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","","49780","23986","7","25787","0","0","0","0"
"35267","14939","2909330","1562176","AIG Federal Savings Bank","Wilmington","DE","19801","12/31/2012","8/19/2019","SA","600 N. King Street, Suite 2","AMERICAN INTERNATIONAL GROUP, INC.","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/14/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","1","","1142","1142","0","0","0","0","0","0"
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","12/31/2012","8/19/2019","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","9","0","0","4","1","Lamb","","","9/19/1925","1/1/1934","3/20/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.aimbankonline.com","38151","34918","0","3232","1","0","0","0"
"35314","0","2877484","3047583","Alamerica Bank","Birmingham","AL","35205","12/31/2012","8/19/2019","NM","2170 Highland Avenue","ALAMERICA BANCCORP, INC.","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","4365","4011","0","354","0","0","0","0"
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","12/31/2012","8/19/2019","NM","2225 Main Street","ALAMOSA BANCORPORATION, LTD.","2","0","0","8","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alamosastatebank.com","82094","64198","16","17871","9","0","0","0"
"57845","0","3333848","3382891","Alarion Bank","Ocala","FL","34470","12/31/2012","8/19/2019","NM","One Northeast First Avenue","ALARION FINANCIAL SERVICES, INC.","6","0","0","4","0","Marion","36100","Ocala, FL","2/28/2005","2/28/2005","9/29/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","","47787","47787","0","0","0","0","0","0"
"29849","4202","983372","3796117","Alaska Pacific Bank","Juneau","AK","99801","12/31/2012","8/19/2019","SA","2094 Jordan Avenue","ALASKA PACIFIC BANCSHARES, INC.","5","0","0","4","0","Juneau","","","1/1/1936","3/24/1937","3/31/2014","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","Western","0","1","","71523","67574","0","3852","97","0","0","0"
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","12/31/2012","8/19/2019","N","3424 West Lawrence Avenue","ALBANK CORPORATION","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.albaybank.com","152148","139838","0","12310","0","0","0","0"
"34106","14711","2332666","2333159","Albina Community Bank","Portland","OR","97212","12/31/2012","8/19/2019","NM","2002 N.E Martin Luther King","NORTHEAST PORTLAND COMMUNITY DEVELOPMENT TRUST","5","0","0","4","0","Multnomah","38900","Portland-Vancouver-Hillsboro, OR-WA","12/19/1995","12/19/1995","10/22/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","50444","48754","0","1690","0","0","0","0"
"9831","0","414102","0","Alden State Bank","Alden","NY","14004","12/31/2012","8/19/2019","SM","13216 Broadway","","2","0","0","8","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","WWW.ALDENSTATE.COM","58996","57941","0","1055","0","0","0","0"
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","12/31/2012","8/19/2019","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","http://www.aldenbank.com","58774","37708","0","21066","0","0","0","0"
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","12/31/2012","8/19/2019","N","401 Demers Avenue","ALERUS FINANCIAL CORPORATION","15","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","6/24/2014","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","94387","71486","0","20703","2198","0","0","0"
"13080","0","585235","1201989","Algonquin State Bank, National Association","Algonquin","IL","60102","12/31/2012","8/19/2019","N","2400 Huntington Drive North","FIRST ALGONQUIN COMPANY","4","0","0","7","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","12/22/2016","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.algonquinstatebank.com","32155","30307","0","1848","0","0","0","0"
"20093","16002","25357","0","All America Bank","Oklahoma City","OK","73128","12/31/2012","8/19/2019","NM","200 South Rockwell Avenue","","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","6/27/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.allamerica.bank","42354","36552","0","3879","1923","0","0","0"
"6058","0","1829","1247419","Allegheny Valley Bank of Pittsburgh","Pittsburgh","PA","15201","12/31/2012","8/19/2019","NM","5137 Butler Street","ALLEGHENY VALLEY BANCORP, INC.","9","0","0","4","0","Allegheny","38300","Pittsburgh, PA","10/15/1900","1/1/1934","4/7/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","108940","108907","0","33","0","0","0","0"
"58629","0","3579589","3744239","Allegiance Bank Texas","Houston","TX","77040","12/31/2012","8/19/2019","NM","8727 W Sam Houston Pkwy N","ALLEGIANCE BANCSHARES, INC.","8","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","11/15/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.allegiancebank.com","256491","256491","0","0","0","0","0","0"
"15062","0","704326","0","Allendale County Bank","Fairfax","SC","29827","12/31/2012","8/19/2019","NM","Seventh Street And Pickens","","5","0","0","8","0","Allendale","","","6/1/1933","3/21/1935","1/2/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","20299","20117","182","0","0","0","0","0"
"12511","11730","21658","1126082","Alliance Bank","Mondovi","WI","54755","12/31/2012","8/19/2019","NM","245 South Eau Claire Street","GEBSCO, INC.","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","52892","49861","2","3029","0","0","0","0"
"10973","12291","166652","1127146","Alliance Bank","Lake City","MN","55041","12/31/2012","8/19/2019","NM","105 East Lyon Avenue","ALLIANCE FINANCIAL SERVICES, INC.","13","0","1","4","1","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","9/3/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","91549","83664","9","7876","0","0","0","0"
"34566","0","2619714","3253629","Alliance Bank","Cape Girardeau","MO","63701","12/31/2012","8/19/2019","NM","217 North Kingshighway","ALLIANCE BANCSHARES, INC.","3","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.alliancebanking.com","43975","43243","0","732","0","0","0","0"
"197","9807","493741","1138405","Alliance Bank","Francesville","IN","47946","12/31/2012","8/19/2019","NM","101 West Montgomery Street","ALLIANCE BANCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","8/16/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.myalliancebank.com","109299","81234","0","28065","0","0","0","0"
"11569","10383","176464","2127068","Alliance Bank","Sulphur Springs","TX","75482","12/31/2012","8/19/2019","NM","100 Jefferson Street","ALLIANCE BANCSHARES, INC.","11","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","3/5/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.alliancebank.com","108330","53493","1","54836","0","0","0","0"
"34930","0","2694944","2695727","Alliance Bank","Topeka","KS","66614","12/31/2012","8/19/2019","NM","3001 Southwest Wanamaker Rd","NEW MILLENNIUM BANKSHARES, INC.","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.alliancebankks.com","19680","19377","0","301","2","0","0","0"
"57733","0","3276543","3706684","Alliance Bank & Trust Company","Gastonia","NC","28054","12/31/2012","8/19/2019","NM","292 West Main Ave","AB&T FINANCIAL CORPORATION","6","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","2/3/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","www.alliancebanknc.com","19811","16888","0","221","2702","0","0","0"
"15657","0","601658","3615441","Alliance Bank Central Texas","Waco","TX","76710","12/31/2012","8/19/2019","NM","4721 Bosque Blvd","ABCT HOLDINGS, INC.","3","0","0","8","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","4/4/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://www.alliancebanktexas.com","34391","31700","0","2250","441","0","0","0"
"7237","11143","814216","1140510","Alliance Bank, National Association","Syracuse","NY","13202","12/31/2012","8/19/2019","N","120 Madison St, Mony Tower I","ALLIANCE FINANCIAL CORPORATION","28","0","0","9","0","Onondaga","45060","Syracuse, NY","12/12/1851","1/1/1934","3/8/2013","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","96298","68711","0","27587","0","0","0","0"
"57424","0","3177378","0","Alliance Banking Company","Winchester","KY","40391","12/31/2012","8/19/2019","NM","695 Bullion Boulevard","","1","0","0","4","0","Clark","30460","Lexington-Fayette, KY","3/12/2003","3/12/2003","8/26/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","10565","10052","0","513","0","0","0","0"
"35173","0","2855071","3187751","Alliance National Bank","Dalton","GA","30720","12/31/2012","8/19/2019","N","210 West Morris Street","ALLIANCE BANCSHARES, INC.","2","0","0","4","0","Whitfield","19140","Dalton, GA","10/25/1999","10/25/1999","9/18/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","33943","33837","0","106","0","0","0","0"
"1946","11748","35057","2352253","Alliant Bank","Madison","MO","65263","12/31/2012","8/19/2019","NM","101 East Broadway","NEMO BANCSHARES, INC","7","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/24/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","35549","34705","0","814","30","0","0","0"
"91","0","28349","2576424","Allied Bank","Mulberry","AR","72947","12/31/2012","8/19/2019","SM","311 Main Street","ACME HOLDING COMPANY INC. EMPLOYEE STOCK OWNERSHIP PLAN","10","0","0","4","0","Crawford","22900","Fort Smith, AR-OK","3/4/1902","1/1/1934","6/21/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","33058","30012","1","3045","0","0","0","0"
"55130","0","2140348","3051580","Allied First Bank,sb","Oswego","IL","60543","12/31/2012","8/19/2019","SB","3201 Orchard Rd","ALLIED FIRST BANCORP, INC.","1","0","0","6","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","4/21/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.alliedfirst.com","16541","16529","0","9","3","0","0","0"
"4051","0","146056","3176559","AllNations Bank","Calumet","OK","73014","12/31/2012","8/19/2019","SM","114 East Main Street","ALLNATIONS BANCORPORATION, INC.","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","6/21/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.anbok.com","29036","24131","13","4892","0","0","0","0"
"57803","0","3284070","1562859","Ally Bank","Midvale","UT","84047","12/31/2012","8/19/2019","NM","6985 S Union Park Ctr","ALLY FINANCIAL INC.","2","0","1","4","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","3/20/2016","Stock","0","1","FDIC","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","http://www.ally.com","611780","611780","0","0","0","0","0","0"
"58424","0","3633173","0","Alma Bank","Astoria","NY","11102","12/31/2012","8/19/2019","NM","28-31 31st Street","","12","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","3/12/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.almabank.com","134347","134347","0","0","0","0","0","0"
"15699","14102","6039","1081622","Alma Exchange Bank & Trust","Alma","GA","31510","12/31/2012","8/19/2019","NM","501 West 12th Street","SOUTH BANKING COMPANY","2","0","0","4","0","Bacon","","","10/1/1939","11/16/1939","8/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.pineland.bank","27758","21780","0","5978","0","0","0","0"
"15426","0","224552","0","Almena State Bank","Almena","KS","67622","12/31/2012","8/19/2019","NM","500 Main Street","","2","0","0","2","1","Norton","","","1/1/1934","10/3/1936","7/10/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.almenastatebank.com","10839","9833","0","1006","0","0","0","0"
"59060","0","4262543","0","AloStar Bank of Commerce","Birmingham","AL","35243","12/31/2012","8/19/2019","NM","3680 Grandview Parkway, # 20","","1","0","0","4","0","Jefferson","13820","Birmingham-Hoover, AL","4/15/2011","4/15/2011","4/29/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","78974","19465","0","58","59451","0","0","0"
"23091","10415","260055","1061679","Alpine Bank","Glenwood Springs","CO","81601","12/31/2012","8/19/2019","NM","2200 Grand Avenue","ALPINE BANKS OF COLORADO","42","0","0","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alpinebank.com","225324","203052","441","17300","4531","0","0","0"
"18545","13094","813947","1130098","Alpine Bank & Trust Co.","Rockford","IL","61107","12/31/2012","8/19/2019","SM","1700 N Alpine Rd","ALPINE BANCORPORATION, INC.","19","0","0","4","1","Winnebago","40420","Rockford, IL","6/25/1962","6/25/1962","7/13/2018","Stock","0","1","FED","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","346908","291605","14","53695","1594","0","0","0"
"35377","0","2889227","0","Alpine Capital Bank","New York","NY","10019","12/31/2012","8/19/2019","NM","680 Fifth Avenue, 7th Floor","","1","0","0","4","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/1/2000","3/1/2000","5/26/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","https://www.alpinecapitalbank.com","112128","112128","0","0","0","0","0","0"
"19590","0","199436","1081510","Altamaha Bank and Trust Company","Vidalia","GA","30475","12/31/2012","8/19/2019","NM","206 Jackson Street","ALTAMAHA BANCSHARES, INC.","4","0","0","4","1","Toombs","","","5/16/1966","5/19/1966","1/24/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.altamahabank.com","44273","41977","0","2296","0","0","0","0"
"58275","0","3453737","4152505","AltaPacific Bank","Santa Rosa","CA","95403","12/31/2012","8/19/2019","SM","3725 Westwind Blvd, # 100","ALTAPACIFIC BANCORP","3","0","0","4","0","Sonoma","42220","Santa Rosa, CA","7/10/2006","7/10/2006","5/2/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.apbconnect.com","33507","33507","0","0","0","0","0","0"
